# Tab-separated list of human-rater predicted connectives.
#
# For each sentence pair, the predictions of three independent raters are provided.
#
# Fields are: example_id, predicted_connective, gold_connective.
#
622376	therefore	however
622376	[no connective]	however
622376	however	however
544002	in particular	moreover
544002	and	moreover
544002	moreover	moreover
622316	[no connective]	instead
622316	[no connective]	instead
622316	[no connective]	instead
421078	instead	rather
421078	rather	rather
421078	[no connective]	rather
407652	otherwise	otherwise
407652	otherwise	otherwise
407652	[no connective]	otherwise
521372	for example	for example
521372	for example	for example
521372	for example	for example
486620	however	finally
486620	then	finally
486620	finally	finally
613432	and	moreover
613432	and	moreover
613432	finally	moreover
665668	and	otherwise
665668	nevertheless	otherwise
665668	however	otherwise
382254	for example	in other words
382254	however	in other words
382254	[no connective]	in other words
599017	then	meanwhile
599017	and	meanwhile
599017	then	meanwhile
600383	and	indeed
600383	therefore	indeed
600383	[no connective]	indeed
579463	for example	for example
579463	[no connective]	for example
579463	[no connective]	for example
412887	moreover	therefore
412887	therefore	therefore
412887	meanwhile	therefore
503404	in other words	and
503404	[no connective]	and
503404	[no connective]	and
487516	meanwhile	by then
487516	[no connective]	by then
487516	meanwhile	by then
411832	meanwhile	meanwhile
411832	then	meanwhile
411832	meanwhile	meanwhile
646401	[no connective]	otherwise
646401	[no connective]	otherwise
646401	moreover	otherwise
466619	in other words	moreover
466619	moreover	moreover
466619	moreover	moreover
647049	nevertheless	nevertheless
647049	however	nevertheless
647049	however	nevertheless
401687	[no connective]	[no connective]
401687	and	[no connective]
401687	indeed	[no connective]
509893	nevertheless	by then
509893	therefore	by then
509893	nevertheless	by then
531286	overall	therefore
531286	[no connective]	therefore
531286	by contrast	therefore
403309	and	indeed
403309	[no connective]	indeed
403309	[no connective]	indeed
480704	in particular	in particular
480704	for example	in particular
480704	for example	in particular
528925	and	by contrast
528925	moreover	by contrast
528925	overall	by contrast
560866	instead	instead
560866	then	instead
560866	meanwhile	instead
469025	overall	meanwhile
469025	moreover	meanwhile
469025	therefore	meanwhile
549248	therefore	therefore
549248	nevertheless	therefore
549248	and	therefore
652146	however	however
652146	nevertheless	however
652146	however	however
671185	[no connective]	meanwhile
671185	and	meanwhile
671185	[no connective]	meanwhile
504778	then	[no connective]
504778	[no connective]	[no connective]
504778	[no connective]	[no connective]
566318	instead	rather
566318	instead	rather
566318	therefore	rather
483528	nevertheless	indeed
483528	therefore	indeed
483528	[no connective]	indeed
558904	however	overall
558904	[no connective]	overall
558904	on the other hand	overall
666861	however	nevertheless
666861	however	nevertheless
666861	however	nevertheless
637989	moreover	moreover
637989	[no connective]	moreover
637989	in particular	moreover
434644	therefore	therefore
434644	instead	therefore
434644	[no connective]	therefore
622739	for example	therefore
622739	moreover	therefore
622739	in other words	therefore
580907	by contrast	overall
580907	nevertheless	overall
580907	on the other hand	overall
605149	overall	by then
605149	[no connective]	by then
605149	[no connective]	by then
644487	in other words	in other words
644487	in other words	in other words
644487	in other words	in other words
399757	for example	for example
399757	for example	for example
399757	for example	for example
604871	[no connective]	indeed
604871	[no connective]	indeed
604871	and	indeed
533836	however	by contrast
533836	and	by contrast
533836	on the other hand	by contrast
454422	[no connective]	in particular
454422	[no connective]	in particular
454422	in other words	in particular
480633	therefore	therefore
480633	and	therefore
480633	then	therefore
465179	instead	rather
465179	rather	rather
465179	rather	rather
471607	indeed	in other words
471607	in other words	in other words
471607	however	in other words
654279	in particular	in particular
654279	indeed	in particular
654279	then	in particular
392136	indeed	on the other hand
392136	by then	on the other hand
392136	moreover	on the other hand
668745	nevertheless	nevertheless
668745	however	nevertheless
668745	[no connective]	nevertheless
483160	then	[no connective]
483160	[no connective]	[no connective]
483160	and	[no connective]
467317	[no connective]	indeed
467317	on the other hand	indeed
467317	in particular	indeed
662159	however	however
662159	on the other hand	however
662159	however	however
432914	by then	then
432914	[no connective]	then
432914	then	then
623192	[no connective]	instead
623192	instead	instead
623192	[no connective]	instead
403301	in other words	and
403301	therefore	and
403301	[no connective]	and
671796	and	indeed
671796	moreover	indeed
671796	overall	indeed
474651	on the other hand	on the other hand
474651	meanwhile	on the other hand
474651	by contrast	on the other hand
589477	for example	for example
589477	therefore	for example
589477	therefore	for example
414620	[no connective]	moreover
414620	moreover	moreover
414620	[no connective]	moreover
564823	moreover	then
564823	and	then
564823	meanwhile	then
608026	[no connective]	moreover
608026	therefore	moreover
608026	therefore	moreover
628886	however	indeed
628886	for example	indeed
628886	moreover	indeed
476932	therefore	therefore
476932	therefore	therefore
476932	in other words	therefore
632542	by contrast	on the other hand
632542	however	on the other hand
632542	on the other hand	on the other hand
653101	and	indeed
653101	and	indeed
653101	instead	indeed
398355	however	nevertheless
398355	however	nevertheless
398355	[no connective]	nevertheless
444909	for example	therefore
444909	therefore	therefore
444909	moreover	therefore
420857	in particular	in particular
420857	for example	in particular
420857	in particular	in particular
426981	and	in particular
426981	in particular	in particular
426981	then	in particular
404261	in particular	for example
404261	in particular	for example
404261	in particular	for example
609039	[no connective]	by then
609039	[no connective]	by then
609039	[no connective]	by then
558348	meanwhile	in particular
558348	[no connective]	in particular
558348	therefore	in particular
408689	therefore	overall
408689	in particular	overall
408689	in particular	overall
524367	finally	finally
524367	and	finally
524367	finally	finally
608961	by then	in particular
608961	for example	in particular
608961	therefore	in particular
507314	moreover	therefore
507314	therefore	therefore
507314	indeed	therefore
473917	then	[no connective]
473917	[no connective]	[no connective]
473917	then	[no connective]
621782	in other words	indeed
621782	on the other hand	indeed
621782	moreover	indeed
464620	then	indeed
464620	by then	indeed
464620	indeed	indeed
591002	for example	moreover
591002	and	moreover
591002	for example	moreover
635270	[no connective]	meanwhile
635270	meanwhile	meanwhile
635270	meanwhile	meanwhile
517525	[no connective]	and
517525	[no connective]	and
517525	however	and
550270	[no connective]	nevertheless
550270	[no connective]	nevertheless
550270	nevertheless	nevertheless
578276	rather	rather
578276	[no connective]	rather
578276	[no connective]	rather
478858	however	by then
478858	by then	by then
478858	[no connective]	by then
556581	finally	finally
556581	then	finally
556581	however	finally
576967	[no connective]	nevertheless
576967	[no connective]	nevertheless
576967	however	nevertheless
518416	overall	otherwise
518416	[no connective]	otherwise
518416	[no connective]	otherwise
565260	[no connective]	meanwhile
565260	meanwhile	meanwhile
565260	however	meanwhile
393127	[no connective]	however
393127	[no connective]	however
393127	however	however
541095	however	by contrast
541095	indeed	by contrast
541095	[no connective]	by contrast
568613	then	then
568613	then	then
568613	moreover	then
544807	rather	rather
544807	however	rather
544807	however	rather
660143	[no connective]	otherwise
660143	otherwise	otherwise
660143	therefore	otherwise
533888	however	however
533888	however	however
533888	however	however
651316	[no connective]	instead
651316	therefore	instead
651316	by contrast	instead
390351	and	and
390351	indeed	and
390351	indeed	and
492528	[no connective]	in particular
492528	[no connective]	in particular
492528	moreover	in particular
551614	and	moreover
551614	and	moreover
551614	moreover	moreover
391446	then	then
391446	however	then
391446	then	then
589672	however	however
589672	nevertheless	however
589672	however	however
414924	for example	in particular
414924	moreover	in particular
414924	in particular	in particular
502655	therefore	in other words
502655	moreover	in other words
502655	and	in other words
513736	[no connective]	then
513736	[no connective]	then
513736	[no connective]	then
562955	meanwhile	[no connective]
562955	and	[no connective]
562955	and	[no connective]
524965	and	finally
524965	and	finally
524965	however	finally
431006	moreover	indeed
431006	therefore	indeed
431006	for example	indeed
462575	[no connective]	otherwise
462575	otherwise	otherwise
462575	[no connective]	otherwise
426148	however	however
426148	[no connective]	however
426148	[no connective]	however
475768	[no connective]	and
475768	[no connective]	and
475768	[no connective]	and
474841	[no connective]	indeed
474841	[no connective]	indeed
474841	[no connective]	indeed
627413	however	otherwise
627413	[no connective]	otherwise
627413	therefore	otherwise
456480	in particular	[no connective]
456480	[no connective]	[no connective]
456480	in particular	[no connective]
496926	on the other hand	meanwhile
496926	nevertheless	meanwhile
496926	meanwhile	meanwhile
498207	however	on the other hand
498207	[no connective]	on the other hand
498207	however	on the other hand
419873	[no connective]	finally
419873	however	finally
419873	for example	finally
667974	[no connective]	overall
667974	however	overall
667974	[no connective]	overall
581005	therefore	indeed
581005	therefore	indeed
581005	[no connective]	indeed
449430	however	indeed
449430	[no connective]	indeed
449430	[no connective]	indeed
467856	moreover	on the other hand
467856	in particular	on the other hand
467856	[no connective]	on the other hand
592673	however	however
592673	however	however
592673	[no connective]	however
668208	in particular	moreover
668208	moreover	moreover
668208	[no connective]	moreover
475722	therefore	overall
475722	moreover	overall
475722	and	overall
403564	instead	rather
403564	rather	rather
403564	instead	rather
585980	finally	finally
585980	therefore	finally
585980	otherwise	finally
583605	moreover	[no connective]
583605	[no connective]	[no connective]
583605	moreover	[no connective]
594718	[no connective]	rather
594718	for example	rather
594718	[no connective]	rather
443598	therefore	in other words
443598	in other words	in other words
443598	in other words	in other words
524395	therefore	and
524395	[no connective]	and
524395	however	and
462303	then	then
462303	then	then
462303	[no connective]	then
530515	then	then
530515	and	then
530515	then	then
532393	however	however
532393	[no connective]	however
532393	[no connective]	however
491122	[no connective]	[no connective]
491122	[no connective]	[no connective]
491122	[no connective]	[no connective]
450939	nevertheless	and
450939	[no connective]	and
450939	overall	and
467021	for example	in other words
467021	[no connective]	in other words
467021	moreover	in other words
504976	instead	rather
504976	[no connective]	rather
504976	instead	rather
524929	[no connective]	indeed
524929	and	indeed
524929	[no connective]	indeed
525217	therefore	and
525217	moreover	and
525217	[no connective]	and
559093	[no connective]	[no connective]
559093	[no connective]	[no connective]
559093	[no connective]	[no connective]
661853	for example	for example
661853	in other words	for example
661853	for example	for example
598031	nevertheless	and
598031	finally	and
598031	and	and
614409	however	[no connective]
614409	moreover	[no connective]
614409	on the other hand	[no connective]
464066	in particular	nevertheless
464066	[no connective]	nevertheless
464066	for example	nevertheless
436031	in particular	moreover
436031	therefore	moreover
436031	however	moreover
462686	overall	instead
462686	[no connective]	instead
462686	[no connective]	instead
529063	[no connective]	indeed
529063	[no connective]	indeed
529063	[no connective]	indeed
583515	[no connective]	on the other hand
583515	on the other hand	on the other hand
583515	on the other hand	on the other hand
436323	in other words	therefore
436323	and	therefore
436323	therefore	therefore
508402	on the other hand	on the other hand
508402	and	on the other hand
508402	by contrast	on the other hand
547624	[no connective]	nevertheless
547624	[no connective]	nevertheless
547624	therefore	nevertheless
476641	moreover	[no connective]
476641	[no connective]	[no connective]
476641	indeed	[no connective]
406015	[no connective]	therefore
406015	in other words	therefore
406015	therefore	therefore
454806	by contrast	[no connective]
454806	on the other hand	[no connective]
454806	[no connective]	[no connective]
624138	moreover	finally
624138	then	finally
624138	[no connective]	finally
451767	however	otherwise
451767	however	otherwise
451767	[no connective]	otherwise
588765	for example	indeed
588765	in other words	indeed
588765	then	indeed
577489	however	for example
577489	[no connective]	for example
577489	for example	for example
443984	instead	otherwise
443984	moreover	otherwise
443984	on the other hand	otherwise
665518	and	overall
665518	moreover	overall
665518	[no connective]	overall
625511	for example	in particular
625511	moreover	in particular
625511	[no connective]	in particular
445050	[no connective]	nevertheless
445050	instead	nevertheless
445050	nevertheless	nevertheless
479251	in particular	in particular
479251	for example	in particular
479251	moreover	in particular
531451	however	nevertheless
531451	however	nevertheless
531451	however	nevertheless
587577	[no connective]	indeed
587577	[no connective]	indeed
587577	[no connective]	indeed
667675	[no connective]	finally
667675	nevertheless	finally
667675	moreover	finally
671701	and	nevertheless
671701	finally	nevertheless
671701	[no connective]	nevertheless
547928	[no connective]	meanwhile
547928	on the other hand	meanwhile
547928	[no connective]	meanwhile
383338	in other words	and
383338	and	and
383338	therefore	and
386698	moreover	moreover
386698	[no connective]	moreover
386698	indeed	moreover
605747	[no connective]	overall
605747	by contrast	overall
605747	by contrast	overall
439941	meanwhile	meanwhile
439941	meanwhile	meanwhile
439941	meanwhile	meanwhile
429516	for example	for example
429516	for example	for example
429516	moreover	for example
661913	therefore	moreover
661913	[no connective]	moreover
661913	[no connective]	moreover
388882	nevertheless	by contrast
388882	by contrast	by contrast
388882	by contrast	by contrast
661209	[no connective]	then
661209	then	then
661209	however	then
637130	therefore	therefore
637130	[no connective]	therefore
637130	for example	therefore
391886	for example	moreover
391886	[no connective]	moreover
391886	finally	moreover
488367	moreover	moreover
488367	and	moreover
488367	for example	moreover
600913	moreover	and
600913	moreover	and
600913	[no connective]	and
571527	however	therefore
571527	[no connective]	therefore
571527	[no connective]	therefore
495844	and	then
495844	then	then
495844	then	then
436103	for example	in particular
436103	for example	in particular
436103	however	in particular
497959	[no connective]	meanwhile
497959	meanwhile	meanwhile
497959	meanwhile	meanwhile
538043	in particular	overall
538043	in particular	overall
538043	however	overall
451262	however	nevertheless
451262	however	nevertheless
451262	then	nevertheless
493522	[no connective]	finally
493522	[no connective]	finally
493522	[no connective]	finally
463977	rather	rather
463977	indeed	rather
463977	instead	rather
466456	[no connective]	moreover
466456	and	moreover
466456	in particular	moreover
478996	for example	moreover
478996	[no connective]	moreover
478996	moreover	moreover
507358	however	for example
507358	for example	for example
507358	for example	for example
579352	meanwhile	moreover
579352	for example	moreover
579352	however	moreover
582305	however	nevertheless
582305	however	nevertheless
582305	in other words	nevertheless
530189	overall	rather
530189	instead	rather
530189	nevertheless	rather
436226	[no connective]	then
436226	however	then
436226	meanwhile	then
380524	however	nevertheless
380524	[no connective]	nevertheless
380524	nevertheless	nevertheless
393820	then	moreover
393820	then	moreover
393820	[no connective]	moreover
597744	however	indeed
597744	therefore	indeed
597744	however	indeed
595710	nevertheless	however
595710	on the other hand	however
595710	however	however
582307	[no connective]	on the other hand
582307	moreover	on the other hand
582307	[no connective]	on the other hand
629342	in particular	in particular
629342	moreover	in particular
629342	moreover	in particular
536279	meanwhile	meanwhile
536279	meanwhile	meanwhile
536279	meanwhile	meanwhile
627243	[no connective]	instead
627243	[no connective]	instead
627243	in particular	instead
672621	[no connective]	and
672621	[no connective]	and
672621	[no connective]	and
477004	therefore	however
477004	therefore	however
477004	therefore	however
532014	overall	overall
532014	then	overall
532014	overall	overall
623134	[no connective]	in particular
623134	[no connective]	in particular
623134	for example	in particular
393055	however	however
393055	overall	however
393055	however	however
561577	in other words	moreover
561577	moreover	moreover
561577	moreover	moreover
525995	[no connective]	then
525995	for example	then
525995	[no connective]	then
584268	[no connective]	in other words
584268	moreover	in other words
584268	moreover	in other words
440642	[no connective]	nevertheless
440642	however	nevertheless
440642	however	nevertheless
504964	instead	[no connective]
504964	instead	[no connective]
504964	therefore	[no connective]
578490	therefore	meanwhile
578490	[no connective]	meanwhile
578490	therefore	meanwhile
482767	[no connective]	indeed
482767	however	indeed
482767	by then	indeed
608737	[no connective]	instead
608737	[no connective]	instead
608737	then	instead
404621	nevertheless	moreover
404621	however	moreover
404621	for example	moreover
668780	[no connective]	moreover
668780	therefore	moreover
668780	therefore	moreover
409918	[no connective]	in particular
409918	in particular	in particular
409918	for example	in particular
445681	by contrast	by contrast
445681	on the other hand	by contrast
445681	however	by contrast
399985	however	nevertheless
399985	nevertheless	nevertheless
399985	however	nevertheless
488762	moreover	nevertheless
488762	in particular	nevertheless
488762	however	nevertheless
658479	in particular	instead
658479	in particular	instead
658479	moreover	instead
661970	then	then
661970	then	then
661970	then	then
498513	however	otherwise
498513	nevertheless	otherwise
498513	however	otherwise
545566	then	overall
545566	however	overall
545566	nevertheless	overall
390235	for example	then
390235	[no connective]	then
390235	then	then
540309	[no connective]	meanwhile
540309	[no connective]	meanwhile
540309	meanwhile	meanwhile
635085	therefore	therefore
635085	however	therefore
635085	indeed	therefore
595252	instead	therefore
595252	therefore	therefore
595252	meanwhile	therefore
504030	[no connective]	nevertheless
504030	[no connective]	nevertheless
504030	however	nevertheless
538633	meanwhile	by then
538633	meanwhile	by then
538633	[no connective]	by then
418067	[no connective]	nevertheless
418067	moreover	nevertheless
418067	[no connective]	nevertheless
380299	then	meanwhile
380299	meanwhile	meanwhile
380299	[no connective]	meanwhile
427091	therefore	moreover
427091	in particular	moreover
427091	moreover	moreover
438343	meanwhile	moreover
438343	in particular	moreover
438343	then	moreover
448144	[no connective]	by then
448144	by then	by then
448144	[no connective]	by then
542281	finally	nevertheless
542281	finally	nevertheless
542281	and	nevertheless
549487	moreover	in particular
549487	moreover	in particular
549487	moreover	in particular
403742	for example	[no connective]
403742	nevertheless	[no connective]
403742	indeed	[no connective]
395251	moreover	instead
395251	therefore	instead
395251	for example	instead
395969	[no connective]	in particular
395969	for example	in particular
395969	moreover	in particular
475762	[no connective]	for example
475762	[no connective]	for example
475762	therefore	for example
522372	on the other hand	overall
522372	overall	overall
522372	overall	overall
585171	indeed	finally
585171	finally	finally
585171	meanwhile	finally
608305	[no connective]	indeed
608305	[no connective]	indeed
608305	indeed	indeed
381707	for example	in particular
381707	for example	in particular
381707	for example	in particular
568093	therefore	in particular
568093	therefore	in particular
568093	and	in particular
585599	[no connective]	meanwhile
585599	then	meanwhile
585599	meanwhile	meanwhile
656625	however	by then
656625	and	by then
656625	[no connective]	by then
425200	on the other hand	moreover
425200	finally	moreover
425200	on the other hand	moreover
455781	and	otherwise
455781	moreover	otherwise
455781	meanwhile	otherwise
568810	moreover	meanwhile
568810	meanwhile	meanwhile
568810	by contrast	meanwhile
577938	[no connective]	indeed
577938	moreover	indeed
577938	moreover	indeed
591740	[no connective]	in other words
591740	moreover	in other words
591740	[no connective]	in other words
515103	for example	in particular
515103	therefore	in particular
515103	in particular	in particular
502491	and	overall
502491	[no connective]	overall
502491	overall	overall
557808	therefore	therefore
557808	for example	therefore
557808	and	therefore
666887	rather	rather
666887	[no connective]	rather
666887	rather	rather
573570	for example	moreover
573570	moreover	moreover
573570	nevertheless	moreover
573595	[no connective]	and
573595	and	and
573595	[no connective]	and
646828	by contrast	then
646828	otherwise	then
646828	meanwhile	then
470899	moreover	in particular
470899	[no connective]	in particular
470899	moreover	in particular
629512	therefore	for example
629512	[no connective]	for example
629512	for example	for example
659932	and	[no connective]
659932	[no connective]	[no connective]
659932	then	[no connective]
530018	by then	by then
530018	by then	by then
530018	[no connective]	by then
402267	then	meanwhile
402267	and	meanwhile
402267	and	meanwhile
452147	instead	rather
452147	instead	rather
452147	by contrast	rather
585458	rather	rather
585458	instead	rather
585458	rather	rather
452591	therefore	therefore
452591	[no connective]	therefore
452591	therefore	therefore
661860	however	by contrast
661860	by contrast	by contrast
661860	[no connective]	by contrast
438517	however	finally
438517	and	finally
438517	in other words	finally
572190	[no connective]	however
572190	in particular	however
572190	however	however
416319	moreover	therefore
416319	in other words	therefore
416319	therefore	therefore
645194	indeed	on the other hand
645194	in other words	on the other hand
645194	moreover	on the other hand
559288	[no connective]	overall
559288	overall	overall
559288	by then	overall
586134	for example	in particular
586134	in particular	in particular
586134	in particular	in particular
659295	nevertheless	then
659295	then	then
659295	however	then
534470	for example	for example
534470	for example	for example
534470	by then	for example
384417	then	finally
384417	then	finally
384417	then	finally
402678	[no connective]	meanwhile
402678	meanwhile	meanwhile
402678	[no connective]	meanwhile
455576	for example	in particular
455576	moreover	in particular
455576	for example	in particular
484488	overall	overall
484488	overall	overall
484488	overall	overall
636945	for example	for example
636945	for example	for example
636945	[no connective]	for example
538327	however	by contrast
538327	on the other hand	by contrast
538327	[no connective]	by contrast
594730	however	rather
594730	on the other hand	rather
594730	and	rather
441641	by contrast	otherwise
441641	however	otherwise
441641	in other words	otherwise
672662	therefore	finally
672662	then	finally
672662	moreover	finally
587739	rather	rather
587739	indeed	rather
587739	for example	rather
473043	however	in other words
473043	in particular	in other words
473043	[no connective]	in other words
613341	moreover	by then
613341	by then	by then
613341	then	by then
441949	in other words	instead
441949	instead	instead
441949	[no connective]	instead
406430	by then	overall
406430	moreover	overall
406430	indeed	overall
484475	moreover	in other words
484475	therefore	in other words
484475	moreover	in other words
615369	[no connective]	nevertheless
615369	however	nevertheless
615369	[no connective]	nevertheless
555323	instead	rather
555323	indeed	rather
555323	and	rather
596524	finally	then
596524	then	then
596524	then	then
510526	[no connective]	and
510526	[no connective]	and
510526	[no connective]	and
549153	[no connective]	nevertheless
549153	[no connective]	nevertheless
549153	on the other hand	nevertheless
614318	[no connective]	and
614318	[no connective]	and
614318	[no connective]	and
619769	in particular	instead
619769	for example	instead
619769	in particular	instead
398103	then	then
398103	[no connective]	then
398103	then	then
464402	by contrast	by contrast
464402	on the other hand	by contrast
464402	on the other hand	by contrast
392559	however	indeed
392559	therefore	indeed
392559	and	indeed
667049	moreover	and
667049	then	and
667049	moreover	and
420142	[no connective]	in particular
420142	[no connective]	in particular
420142	in particular	in particular
543339	however	and
543339	[no connective]	and
543339	on the other hand	and
537173	however	indeed
537173	therefore	indeed
537173	[no connective]	indeed
511052	however	however
511052	[no connective]	however
511052	then	however
582052	however	overall
582052	however	overall
582052	however	overall
582985	indeed	instead
582985	instead	instead
582985	therefore	instead
526588	indeed	indeed
526588	in other words	indeed
526588	[no connective]	indeed
390526	[no connective]	by contrast
390526	in particular	by contrast
390526	[no connective]	by contrast
406909	[no connective]	in particular
406909	for example	in particular
406909	[no connective]	in particular
546581	[no connective]	on the other hand
546581	[no connective]	on the other hand
546581	[no connective]	on the other hand
522313	and	nevertheless
522313	nevertheless	nevertheless
522313	and	nevertheless
401410	[no connective]	moreover
401410	and	moreover
401410	meanwhile	moreover
497675	by contrast	by contrast
497675	and	by contrast
497675	[no connective]	by contrast
628544	overall	nevertheless
628544	[no connective]	nevertheless
628544	however	nevertheless
465717	meanwhile	meanwhile
465717	meanwhile	meanwhile
465717	[no connective]	meanwhile
443908	however	on the other hand
443908	therefore	on the other hand
443908	on the other hand	on the other hand
612636	[no connective]	on the other hand
612636	[no connective]	on the other hand
612636	on the other hand	on the other hand
490321	[no connective]	overall
490321	and	overall
490321	overall	overall
566354	[no connective]	otherwise
566354	overall	otherwise
566354	[no connective]	otherwise
632410	in particular	indeed
632410	nevertheless	indeed
632410	[no connective]	indeed
631583	[no connective]	by contrast
631583	however	by contrast
631583	moreover	by contrast
487215	[no connective]	therefore
487215	however	therefore
487215	[no connective]	therefore
638422	overall	instead
638422	instead	instead
638422	however	instead
418628	moreover	overall
418628	however	overall
418628	for example	overall
386357	[no connective]	[no connective]
386357	moreover	[no connective]
386357	[no connective]	[no connective]
391870	however	however
391870	instead	however
391870	however	however
515038	[no connective]	and
515038	moreover	and
515038	and	and
572917	however	however
572917	however	however
572917	however	however
421552	therefore	meanwhile
421552	by contrast	meanwhile
421552	however	meanwhile
599581	meanwhile	meanwhile
599581	meanwhile	meanwhile
599581	meanwhile	meanwhile
488764	however	otherwise
488764	on the other hand	otherwise
488764	on the other hand	otherwise
616167	[no connective]	[no connective]
616167	and	[no connective]
616167	[no connective]	[no connective]
623750	[no connective]	finally
623750	moreover	finally
623750	moreover	finally
408620	[no connective]	moreover
408620	moreover	moreover
408620	indeed	moreover
515289	[no connective]	for example
515289	[no connective]	for example
515289	however	for example
458847	for example	and
458847	[no connective]	and
458847	in particular	and
669602	moreover	then
669602	[no connective]	then
669602	nevertheless	then
671887	nevertheless	otherwise
671887	however	otherwise
671887	otherwise	otherwise
456081	on the other hand	by contrast
456081	meanwhile	by contrast
456081	by contrast	by contrast
412759	indeed	by contrast
412759	however	by contrast
412759	[no connective]	by contrast
377758	[no connective]	rather
377758	finally	rather
377758	therefore	rather
496675	nevertheless	on the other hand
496675	nevertheless	on the other hand
496675	nevertheless	on the other hand
483125	nevertheless	nevertheless
483125	nevertheless	nevertheless
483125	however	nevertheless
621954	instead	instead
621954	therefore	instead
621954	and	instead
381830	then	meanwhile
381830	[no connective]	meanwhile
381830	meanwhile	meanwhile
587817	however	by contrast
587817	however	by contrast
587817	by contrast	by contrast
388024	by then	indeed
388024	instead	indeed
388024	meanwhile	indeed
565960	therefore	overall
565960	[no connective]	overall
565960	[no connective]	overall
524275	[no connective]	then
524275	[no connective]	then
524275	[no connective]	then
381516	however	otherwise
381516	however	otherwise
381516	[no connective]	otherwise
674159	meanwhile	finally
674159	then	finally
674159	meanwhile	finally
396970	[no connective]	on the other hand
396970	[no connective]	on the other hand
396970	[no connective]	on the other hand
438073	by then	by then
438073	by then	by then
438073	by then	by then
394580	however	nevertheless
394580	however	nevertheless
394580	however	nevertheless
520760	and	and
520760	for example	and
520760	however	and
581708	meanwhile	on the other hand
581708	and	on the other hand
581708	on the other hand	on the other hand
475018	moreover	indeed
